Node          U1          U2          U3
400 0.00036566 -0.000252153 -6.65871e-05
401 0.000534781 -0.000405503 -7.77109e-05
402 0.000691295 -0.000599613 -7.74432e-05
403 0.000828887 -0.000834057 -7.10617e-05
404 0.000940261 -0.0011019 -6.20198e-05
405 0.00101764 -0.0013894 -5.31467e-05
406 0.00105816 -0.00167534 -4.65669e-05
407 0.00106985 -0.00193746 -4.33063e-05
408 0.000191434 -0.00014463 -1.86518e-05
409 0.000366142 -0.000262805 -3.11034e-05
410 0.000532421 -0.000418213 -3.72036e-05
411 0.000687782 -0.000612626 -3.79753e-05
412 0.000824735 -0.000845945 -3.54427e-05
413 0.000935704 -0.00111188 -3.16223e-05
414 0.00101311 -0.00139725 -2.80098e-05
415 0.00105442 -0.00168151 -2.56333e-05
416 0.00106777 -0.0019432 -2.49564e-05
417 0.000192297 -0.000146483 -1.98407e-18
418 0.000366404 -0.000266023 1.72371e-19
419 0.000531847 -0.000422262 4.80545e-18
420 0.000686506 -0.000616846 1.19713e-17
421 0.000823143 -0.000849949 2.06692e-17
422 0.000933976 -0.00111543 3.06281e-17
423 0.00101145 -0.00140032 4.26703e-17
424 0.00105308 -0.00168433 5.48843e-17
425 0.00106707 -0.00194616 6.70934e-17
426 0.000191434 -0.00014463 1.86518e-05
427 0.000366142 -0.000262805 3.11034e-05
428 0.000532421 -0.000418213 3.72036e-05
429 0.000687782 -0.000612626 3.79753e-05
430 0.000824735 -0.000845945 3.54427e-05
431 0.000935704 -0.00111188 3.16223e-05
432 0.00101311 -0.00139725 2.80098e-05
433 0.00105442 -0.00168151 2.56333e-05
434 0.00106777 -0.0019432 2.49564e-05
435 0.00018935 -0.000138555 4.0574e-05
436 0.00036566 -0.000252153 6.65871e-05
437 0.000534781 -0.000405503 7.77109e-05
438 0.000691295 -0.000599613 7.74432e-05
439 0.000828887 -0.000834057 7.10617e-05
440 0.000940261 -0.0011019 6.20198e-05
441 0.00101764 -0.0013894 5.31467e-05
442 0.00105816 -0.00167534 4.65669e-05
443 0.00106985 -0.00193746 4.33063e-05
444 0.000185801 -0.000125302 7.14601e-05
445 0.000369978 -0.000231908 0.000111695
446 0.000539326 -0.000381925 0.000122547
447 0.000695179 -0.000576878 0.000119154
448 0.000832683 -0.000814458 0.000107196
449 0.000944665 -0.00108709 9.0936e-05
450 0.00102257 -0.00138026 7.41348e-05
451 0.00106238 -0.0016715 6.04986e-05
452 0.0010718 -0.00193691 5.22223e-05
453 -0.000180162 -0.000117087 7.36662e-05
454 -0.000361756 -0.000211002 0.00012014
455 -0.000533344 -0.000341833 0.000141407
456 -0.000700759 -0.0005106 0.000153392
457 -0.000868363 -0.000716952 0.00016249
458 -0.001044 -0.000962039 0.000172501
459 -0.00123938 -0.00125358 0.000184676
460 -0.00146835 -0.00161103 0.00019833
461 -0.00174026 -0.00206808 0.000211423
462 -0.000183214 -0.000130591 4.28419e-05
463 -0.000356983 -0.000232934 7.33568e-05
464 -0.000529191 -0.000369881 9.17618e-05
465 -0.000699403 -0.000542434 0.000101787
466 -0.000870664 -0.000752729 0.000108593
467 -0.00105031 -0.00100294 0.000114692
468 -0.00124961 -0.00130139 0.000120972
469 -0.00148162 -0.00166756 0.000127254
470 -0.00175465 -0.00213432 0.000133001
471 -0.000185506 -0.000137006 2.00552e-05
472 -0.000358299 -0.000244862 3.4878e-05
473 -0.000528878 -0.000385451 4.46844e-05
474 -0.000699933 -0.000560755 5.0527e-05
475 -0.000873276 -0.000773391 5.41878e-05
476 -0.0010555 -0.00102618 5.70358e-05
477 -0.00125728 -0.00132774 5.95615e-05
478 -0.00149113 -0.00169767 6.18155e-05
479 -0.00176491 -0.00216882 6.37967e-05
480 -0.000186516 -0.000138997 4.22373e-18
481 -0.000359013 -0.00024853 1.19337e-17
482 -0.000529257 -0.000390456 2.27454e-17
483 -0.000700357 -0.000566675 3.6177e-17
484 -0.000874326 -0.000780103 5.13268e-17
485 -0.00105738 -0.00103366 6.86637e-17
486 -0.00125996 -0.0013361 8.83235e-17
487 -0.00149442 -0.00170706 1.09969e-16
488 -0.00176848 -0.00217945 1.33423e-16
489 -0.000185506 -0.000137006 -2.00552e-05
490 -0.000358299 -0.000244862 -3.4878e-05
491 -0.000528878 -0.000385451 -4.46844e-05
492 -0.000699933 -0.000560755 -5.0527e-05
493 -0.000873276 -0.000773391 -5.41878e-05
494 -0.0010555 -0.00102618 -5.70358e-05
495 -0.00125728 -0.00132774 -5.95615e-05
496 -0.00149113 -0.00169767 -6.18155e-05
497 -0.00176491 -0.00216882 -6.37967e-05
498 -0.000183214 -0.000130591 -4.28419e-05
499 -0.000356983 -0.000232934 -7.33568e-05
500 -0.000529191 -0.000369881 -9.17618e-05
501 -0.000699403 -0.000542434 -0.000101787
502 -0.000870664 -0.000752729 -0.000108593
503 -0.00105031 -0.00100294 -0.000114692
504 -0.00124961 -0.00130139 -0.000120972
505 -0.00148162 -0.00166756 -0.000127254
506 -0.00175465 -0.00213432 -0.000133001
507 -0.000180162 -0.000117087 -7.36662e-05
508 -0.000361756 -0.000211002 -0.00012014
509 -0.000533344 -0.000341833 -0.000141407
510 -0.000700759 -0.0005106 -0.000153392
511 -0.000868363 -0.000716952 -0.00016249
512 -0.001044 -0.000962039 -0.000172501
513 -0.00123938 -0.00125358 -0.000184676
514 -0.00146835 -0.00161103 -0.00019833
515 -0.00174026 -0.00206808 -0.000211423
516 1.40477e-24 -8.23883e-26 -2.06695e-25
517 1.3799e-24 -1.25369e-25 -1.40581e-25
518 1.39707e-24 -1.40882e-25 -6.39899e-26
519 1.40254e-24 -1.4528e-25 -8.43165e-39
520 1.39707e-24 -1.40882e-25 6.39899e-26
521 1.3799e-24 -1.25369e-25 1.40581e-25
522 1.40477e-24 -8.23883e-26 2.06695e-25
523 8.7047e-25 -1.75478e-26 -1.35378e-25
524 8.46518e-25 -6.79959e-26 -9.17197e-26
525 8.5256e-25 -8.66375e-26 -4.17743e-26
526 8.5449e-25 -9.20004e-26 -2.09779e-39
527 8.5256e-25 -8.66375e-26 4.17743e-26
528 8.46518e-25 -6.79959e-26 9.17197e-26
529 8.7047e-25 -1.75478e-26 1.35378e-25
530 4.21317e-25 3.0335e-26 -6.73529e-26
531 4.108e-25 -2.0522e-26 -4.553e-26
532 4.14146e-25 -3.95049e-26 -2.07015e-26
533 4.1514e-25 -4.49991e-26 1.74631e-39
534 4.14146e-25 -3.95049e-26 2.07015e-26
535 4.108e-25 -2.0522e-26 4.553e-26
536 4.21317e-25 3.0335e-26 6.73529e-26
537 -1.18463e-26 4.90153e-26 1.57797e-27
538 -7.3466e-27 -2.8961e-27 1.07828e-27
539 -5.44008e-27 -2.24692e-26 4.81734e-28
540 -4.86691e-27 -2.81642e-26 4.66315e-39
541 -5.44008e-27 -2.24692e-26 -4.81734e-28
542 -7.3466e-27 -2.8961e-27 -1.07828e-27
543 -1.18463e-26 4.90153e-26 -1.57797e-27
544 -4.45934e-25 4.52611e-26 7.04224e-26
545 -4.25567e-25 -7.5516e-27 4.78833e-26
546 -4.24808e-25 -2.77429e-26 2.1876e-26
547 -4.24605e-25 -3.36212e-26 7.08783e-39
548 -4.24808e-25 -2.77429e-26 -2.1876e-26
549 -4.25567e-25 -7.5516e-27 -4.78833e-26
550 -4.45934e-25 4.52611e-26 -7.04224e-26
551 -8.92138e-25 3.29734e-27 1.3805e-25
552 -8.56362e-25 -4.98206e-26 9.46915e-26
553 -8.57784e-25 -7.01822e-26 4.36289e-26
554 -8.58482e-25 -7.60849e-26 9.1856e-39
555 -8.57784e-25 -7.01822e-26 -4.36289e-26
556 -8.56362e-25 -4.98206e-26 -9.46915e-26
557 -8.92138e-25 3.29734e-27 -1.3805e-25
558 -1.40205e-24 -6.91013e-26 2.08419e-25
559 -1.36409e-24 -1.13269e-25 1.44752e-25
560 -1.37702e-24 -1.29774e-25 6.71073e-26
561 -1.38162e-24 -1.34478e-25 1.03832e-38
562 -1.37702e-24 -1.29774e-25 -6.71073e-26
563 -1.36409e-24 -1.13269e-25 -1.44752e-25
564 -1.40205e-24 -6.91013e-26 -2.08419e-25
565 0.000844512 -0.00217085 -6.19072e-05
566 0.000842318 -0.0021768 -4.85907e-05
567 0.000840362 -0.00218794 -2.65009e-05
568 0.000839759 -0.00219292 8.84959e-17
569 0.000840362 -0.00218794 2.65009e-05
570 0.000842318 -0.0021768 4.85907e-05
571 0.000844512 -0.00217085 6.19072e-05
572 0.000652223 -0.00217384 -9.36398e-05
573 0.000642386 -0.00219109 -6.86798e-05
574 0.00063809 -0.00220855 -3.50773e-05
575 0.00063689 -0.00221505 9.70545e-17
576 0.00063809 -0.00220855 3.50773e-05
577 0.000642386 -0.00219109 6.86798e-05
578 0.000652223 -0.00217384 9.36398e-05
579 0.000493742 -0.00222452 -0.000145611
580 0.000476923 -0.00226178 -9.17448e-05
581 0.000470842 -0.00228523 -4.37118e-05
582 0.000469292 -0.00229339 1.07021e-16
583 0.000470842 -0.00228523 4.37118e-05
584 0.000476923 -0.00226178 9.17448e-05
